##! [ RR header version 0.1a ]
##! created: 24/09/2014 14:18:48
##! location: /mnt/mnemo2/damian/PaxDB/groups/paxdb_website_groups_consistent/7147.diptera.orthgroups.consistent.txt
##! interpreter: python
##! script: /mnt/mnemo2/damian/PaxDB/sources/consistent/decompress.py
##! args: 
##! machine: imlslnx-atlas
##! rundir: /mnt/mnemo2/damian/PaxDB/sources/consistent
##! script timestamp: 24/09/2014 13:58:51
##! script MD5: 3f108046336d187b95c2e42c296efb1d
##! input file: /mnt/mnemo2/damian/PaxDB/groups/og_ogid_mapping_og3/7147.paxdb.og_ogid.og3.txt timestamp: 24/09/2014 12:07:55
##! input file: /mnt/mnemo2/damian/PaxDB/groups/paxdb_mapped_consistent/7147.paxdb.orthgroups.og3.txt timestamp: 24/09/2014 13:16:49
##! input file: /mnt/mnemo2/damian/eggNOGv4/eggNOGv4_computations/eggnog4/NOG_COG/protein.shorthands.txt timestamp: 21/11/2013 17:24:45
##!
NOG04000:	7165.AGAP010314-PA 7227.FBpp0070181
NOG10340:	7165.AGAP013409-PA 7165.AGAP013520-PA 7165.AGAP013172-PA 7227.FBpp0071043
NOG10341:	7227.FBpp0088273 7165.AGAP000342-PA
NOG10342:	7165.AGAP002167-PA 7227.FBpp0073458
NOG10343:	7165.AGAP003870-PA 7227.FBpp0072425
NOG10344:	7165.AGAP000441-PA 7227.FBpp0070935
NOG10345:	7165.AGAP000737-PA 7227.FBpp0084476
NOG10346:	7227.FBpp0085097 7165.AGAP000922-PA
NOG10347:	7165.AGAP003736-PA 7227.FBpp0086986
NOG10348:	7165.AGAP007000-PA 7227.FBpp0076884
NOG10349:	7165.AGAP008397-PA 7227.FBpp0289899
NOG10350:	7165.AGAP011497-PA 7227.FBpp0087774
NOG10351:	7227.FBpp0075400 7165.AGAP006964-PA
NOG10352:	7165.AGAP006758-PA 7227.FBpp0290729
NOG10353:	7227.FBpp0073640 7165.AGAP008161-PA
NOG10354:	7165.AGAP000021-PA 7227.FBpp0301725
NOG10355:	7165.AGAP012206-PA 7227.FBpp0290383
NOG10356:	7165.AGAP001502-PA 7227.FBpp0075609
NOG10357:	7165.AGAP013019-PA 7165.AGAP004005-PA 7227.FBpp0111641 7227.FBpp0111642
NOG10358:	7227.FBpp0089346 7165.AGAP011838-PA
NOG10359:	7227.FBpp0087904 7165.AGAP010340-PA
NOG10360:	7165.AGAP005147-PA 7227.FBpp0087348
NOG10361:	7165.AGAP009948-PA 7227.FBpp0076589 7165.AGAP006895-PA
NOG10362:	7165.AGAP001584-PA 7227.FBpp0083134
NOG10363:	7227.FBpp0075932 7165.AGAP005353-PA
NOG10364:	7165.AGAP012501-PA 7227.FBpp0303873
NOG10365:	7227.FBpp0072342 7165.AGAP008073-PA
NOG10366:	7165.AGAP010616-PA 7227.FBpp0084830 7165.AGAP012469-PA
NOG10367:	7165.AGAP001645-PA 7227.FBpp0073996
NOG10368:	7165.AGAP011850-PA 7227.FBpp0293290
NOG10369:	7165.AGAP000670-PA 7227.FBpp0073716
NOG10370:	7227.FBpp0076707 7227.FBpp0076724 7227.FBpp0076725 7227.FBpp0305274 7165.AGAP010882-PA 7227.FBpp0112062
NOG10371:	7227.FBpp0070552 7165.AGAP003927-PA
NOG10372:	7227.FBpp0072000 7165.AGAP011733-PA
NOG10373:	7227.FBpp0289882 7165.AGAP003852-PA
NOG10374:	7227.FBpp0305266 7165.AGAP010476-PC
NOG10375:	7227.FBpp0084646 7227.FBpp0084647 7165.AGAP011100-PA
NOG10376:	7227.FBpp0297706 7165.AGAP013270-PA
NOG10377:	7165.AGAP003731-PA 7227.FBpp0078424
NOG10378:	7227.FBpp0083001 7165.AGAP012974-PA
NOG10379:	7165.AGAP001454-PA 7227.FBpp0070565
NOG10380:	7227.FBpp0079306 7165.AGAP007254-PA
NOG10381:	7227.FBpp0303120 7165.AGAP006435-PA
NOG10382:	7227.FBpp0074887 7165.AGAP004481-PA
NOG10383:	7165.AGAP009877-PA 7227.FBpp0291858
NOG10384:	7165.AGAP012001-PA 7227.FBpp0070105
NOG10385:	7227.FBpp0087251 7165.AGAP001237-PA
NOG10386:	7227.FBpp0301017 7165.AGAP013010-PA
NOG10387:	7227.FBpp0081318 7165.AGAP001741-PA
NOG10388:	7165.AGAP010898-PA 7227.FBpp0085657
NOG10389:	7227.FBpp0076294 7165.AGAP006261-PA
NOG10390:	7165.AGAP028202-PA 7165.AGAP007045-PA 7165.AGAP028028-PA 7227.FBpp0305739 7165.AGAP028043-PA 7165.AGAP028064-PA
NOG10391:	7165.AGAP011127-PA 7227.FBpp0070115
NOG10392:	7227.FBpp0072957 7165.AGAP005427-PA
NOG10393:	7227.FBpp0081484 7165.AGAP011907-PA
NOG10394:	7165.AGAP006356-PA 7227.FBpp0072692
NOG10395:	7227.FBpp0304248 7165.AGAP010464-PA
NOG10396:	7165.AGAP012330-PA 7227.FBpp0078189
NOG10397:	7227.FBpp0080628 7165.AGAP005177-PA
NOG10398:	7227.FBpp0082657 7165.AGAP013212-PA
NOG10399:	7165.AGAP013271-PA 7227.FBpp0289669
NOG10400:	7227.FBpp0082543 7165.AGAP002313-PA
NOG10401:	7227.FBpp0291537 7227.FBpp0081589 7165.AGAP004906-PA
NOG10402:	7165.AGAP000622-PA 7227.FBpp0078561
NOG10403:	7165.AGAP010512-PA 7227.FBpp0072178
NOG10404:	7165.AGAP007109-PA 7227.FBpp0303119
NOG10405:	7227.FBpp0081582 7165.AGAP002989-PA
NOG10406:	7165.AGAP007497-PA 7227.FBpp0084313
NOG10407:	7165.AGAP010805-PA 7227.FBpp0112268
NOG10408:	7227.FBpp0084525 7165.AGAP002958-PA
NOG10409:	7165.AGAP011687-PA 7227.FBpp0303780
NOG10410:	7165.AGAP007208-PA 7227.FBpp0071459
NOG10411:	7165.AGAP000566-PB 7227.FBpp0071293
NOG10412:	7165.AGAP012243-PA 7227.FBpp0303925
NOG10413:	7227.FBpp0292932 7165.AGAP008959-PA
NOG10414:	7165.AGAP012416-PA 7227.FBpp0074992
NOG10415:	7165.AGAP009316-PA 7227.FBpp0072221
NOG10416:	7165.AGAP010497-PA 7227.FBpp0305188
NOG10417:	7227.FBpp0077427 7165.AGAP002255-PA
NOG10418:	7165.AGAP001364-PA 7227.FBpp0111299
NOG10419:	7165.AGAP001742-PA 7165.AGAP002650-PA 7227.FBpp0083577 7165.AGAP013321-PA
NOG10420:	7227.FBpp0080491 7165.AGAP007922-PA
NOG10421:	7165.AGAP006386-PA 7227.FBpp0303456
NOG10422:	7165.AGAP010201-PA 7227.FBpp0080411
NOG10423:	7227.FBpp0305736 7165.AGAP010347-PB
NOG10424:	7165.AGAP003509-PA 7227.FBpp0290013
NOG10425:	7165.AGAP004527-PA 7227.FBpp0074680
NOG10426:	7165.AGAP000035-PA 7227.FBpp0070596
NOG10427:	7227.FBpp0084951 7227.FBpp0084953 7165.AGAP013414-PA
NOG10428:	7227.FBpp0289481 7165.AGAP006212-PA
NOG10429:	7165.AGAP006955-PA 7227.FBpp0086893
NOG10430:	7227.FBpp0112403 7165.AGAP000526-PA
NOG10431:	7165.AGAP006649-PA 7227.FBpp0072130
NOG10432:	7165.AGAP002168-PA 7227.FBpp0070585
NOG10433:	7227.FBpp0088237 7165.AGAP002903-PA
NOG10434:	7165.AGAP000963-PA 7227.FBpp0076958
NOG10435:	7227.FBpp0070964 7165.AGAP007529-PA
NOG10436:	7165.AGAP011454-PA 7227.FBpp0087015
NOG10437:	7165.AGAP011549-PA 7227.FBpp0086426
NOG10438:	7165.AGAP004576-PA 7227.FBpp0087168
NOG10439:	7165.AGAP006830-PA 7227.FBpp0072669
NOG10440:	7227.FBpp0072164 7165.AGAP005014-PA
NOG10441:	7227.FBpp0304142 7165.AGAP000599-PA
NOG10442:	7227.FBpp0078348 7165.AGAP001326-PA
NOG10443:	7227.FBpp0290849 7165.AGAP002940-PA
NOG10444:	7227.FBpp0071330 7165.AGAP000687-PA
NOG10445:	7227.FBpp0303202 7165.AGAP013357-PA
NOG10446:	7227.FBpp0305308 7165.AGAP008753-PA
NOG10447:	7227.FBpp0077401 7165.AGAP008612-PA
NOG10448:	7227.FBpp0084929 7165.AGAP004668-PA
NOG10449:	7227.FBpp0112499 7165.AGAP008302-PA
NOG10450:	7227.FBpp0302564 7165.AGAP005674-PA
NOG10451:	7165.AGAP011569-PC 7227.FBpp0292509
NOG10452:	7227.FBpp0290169 7165.AGAP012170-PA
NOG10453:	7227.FBpp0072311 7165.AGAP008059-PA
NOG10454:	7227.FBpp0303112 7165.AGAP000758-PA
NOG10455:	7165.AGAP011282-PA 7227.FBpp0290181
NOG10456:	7227.FBpp0078032 7165.AGAP011345-PA
NOG10457:	7165.AGAP004885-PA 7227.FBpp0085468
NOG10458:	7165.AGAP003354-PA 7165.AGAP013192-PA 7227.FBpp0071403 7227.FBpp0073755
NOG10459:	7165.AGAP001603-PA 7227.FBpp0074314
NOG10460:	7227.FBpp0071449 7165.AGAP005314-PA
NOG10461:	7165.AGAP003043-PA 7227.FBpp0088433
NOG10462:	7227.FBpp0111355 7165.AGAP004722-PA
NOG10463:	7165.AGAP004838-PA 7165.AGAP012695-PA 7227.FBpp0087998
NOG10464:	7165.AGAP005296-PA 7227.FBpp0292902
NOG10466:	7227.FBpp0077965 7165.AGAP006575-PA
NOG10467:	7165.AGAP010158-PA 7227.FBpp0079750
NOG10468:	7165.AGAP005936-PA 7227.FBpp0072142
NOG10469:	7227.FBpp0289094 7165.AGAP004300-PA
NOG10470:	7165.AGAP009190-PA 7227.FBpp0086857
NOG10471:	7227.FBpp0072102 7165.AGAP008062-PA
NOG10472:	7165.AGAP002241-PA 7227.FBpp0084965
NOG10473:	7227.FBpp0082854 7165.AGAP004367-PA
NOG10474:	7165.AGAP006236-PA 7227.FBpp0075689
NOG10475:	7227.FBpp0071969 7165.AGAP004929-PA
NOG10476:	7227.FBpp0112564 7165.AGAP003707-PA
NOG10477:	7165.AGAP005420-PA 7227.FBpp0087273
NOG10478:	7165.AGAP002048-PB 7227.FBpp0303324
NOG10479:	7227.FBpp0070953 7165.AGAP002107-PA
NOG10480:	7165.AGAP013279-PA 7227.FBpp0083009
NOG10481:	7227.FBpp0302979 7165.AGAP009281-PA
NOG10482:	7227.FBpp0290270 7227.FBpp0289635 7165.AGAP003960-PA 7165.AGAP008558-PA 7165.AGAP013252-PA 7227.FBpp0306131 7165.AGAP007043-PB 7227.FBpp0086415
NOG10483:	7227.FBpp0078237 7165.AGAP004121-PA
NOG10484:	7165.AGAP002595-PA 7227.FBpp0082621
NOG10485:	7165.AGAP008665-PA 7227.FBpp0111793
NOG10486:	7165.AGAP000855-PA 7227.FBpp0073888
NOG10487:	7165.AGAP002367-PA 7227.FBpp0083102
NOG10488:	7165.AGAP001823-PA 7227.FBpp0083214
NOG10489:	7165.AGAP013538-PA 7227.FBpp0085167
NOG10490:	7165.AGAP000507-PA 7227.FBpp0074130
NOG10491:	7165.AGAP007246-PA 7227.FBpp0075684
NOG10492:	7165.AGAP002372-PA 7227.FBpp0084461
NOG10493:	7165.AGAP005252-PA 7227.FBpp0305215
NOG10494:	7227.FBpp0076359 7165.AGAP005991-PA
NOG10495:	7165.AGAP013464-PA 7227.FBpp0300229
NOG10496:	7165.AGAP006887-PA 7227.FBpp0290349
NOG10497:	7165.AGAP005785-PA 7227.FBpp0290723
NOG10498:	7165.AGAP005734-PA 7227.FBpp0085834
NOG10499:	7227.FBpp0080314 7165.AGAP012635-PA 7165.AGAP009924-PA
NOG10500:	7165.AGAP012191-PA 7227.FBpp0303465 7227.FBpp0087881
NOG10501:	7165.AGAP005274-PA 7227.FBpp0292194
NOG10502:	7227.FBpp0074446 7165.AGAP004255-PA
NOG10503:	7165.AGAP001480-PB 7227.FBpp0301012
NOG10504:	7227.FBpp0111848 7165.AGAP005809-PA
NOG10505:	7227.FBpp0293053 7165.AGAP013249-PA
NOG10506:	7227.FBpp0305611 7165.AGAP008196-PA
NOG10507:	7227.FBpp0305835 7165.AGAP000733-PA
NOG10508:	7165.AGAP000323-PA 7227.FBpp0300646
NOG10509:	7165.AGAP011837-PA 7227.FBpp0072674
NOG10510:	7165.AGAP003834-PA 7227.FBpp0076256
NOG10511:	7227.FBpp0085251 7165.AGAP009668-PA
NOG10512:	7227.FBpp0071283 7165.AGAP000813-PA
NOG10513:	7227.FBpp0083535 7165.AGAP004218-PA
NOG10514:	7165.AGAP006807-PA 7227.FBpp0076459
NOG10515:	7165.AGAP010679-PA 7227.FBpp0071593
NOG10516:	7165.AGAP011504-PA 7227.FBpp0086627
NOG10517:	7165.AGAP000942-PA 7227.FBpp0073658
NOG10518:	7165.AGAP011721-PA 7227.FBpp0077131
NOG10519:	7165.AGAP003638-PA 7227.FBpp0298285
NOG10520:	7165.AGAP007632-PA 7227.FBpp0076155
NOG10521:	7227.FBpp0303118 7165.AGAP011399-PA
NOG10522:	7165.AGAP005621-PA 7227.FBpp0076005
NOG10523:	7227.FBpp0291850 7165.AGAP007627-PA
NOG10524:	7165.AGAP007552-PA 7227.FBpp0082812 7227.FBpp0082810
NOG10525:	7165.AGAP011930-PA 7165.AGAP011928-PA 7227.FBpp0303279
NOG10526:	7227.FBpp0083435 7165.AGAP013257-PA
NOG10527:	7227.FBpp0086231 7165.AGAP003938-PA
NOG10528:	7165.AGAP013075-PA 7227.FBpp0082993
NOG10529:	7227.FBpp0074847 7165.AGAP002522-PA
NOG10530:	7165.AGAP007651-PA 7227.FBpp0088120
NOG10531:	7165.AGAP000395-PA 7227.FBpp0085698
NOG10532:	7165.AGAP009769-PA 7227.FBpp0086867
NOG10533:	7165.AGAP011361-PA 7227.FBpp0078516
NOG10534:	7227.FBpp0078249 7165.AGAP004132-PA 7165.AGAP012605-PA
NOG10535:	7165.AGAP005376-PA 7227.FBpp0073033
NOG10536:	7227.FBpp0081603 7165.AGAP002041-PA
NOG10537:	7227.FBpp0088537 7165.AGAP008549-PA
NOG10538:	7227.FBpp0087031 7165.AGAP009871-PA
NOG10539:	7165.AGAP002177-PA 7227.FBpp0081725
NOG10540:	7227.FBpp0078895 7165.AGAP009433-PA
NOG10541:	7227.FBpp0073393 7227.FBpp0288403 7227.FBpp0077499 7165.AGAP002639-PA 7227.FBpp0087602 7165.AGAP002640-PA
NOG10542:	7165.AGAP028176-PA 7227.FBpp0305546
NOG10543:	7227.FBpp0304954 7165.AGAP006070-PA
NOG10544:	7227.FBpp0289218 7165.AGAP005550-PA
NOG10545:	7165.AGAP008495-PA 7227.FBpp0079490
NOG10546:	7227.FBpp0303417 7165.AGAP001536-PA
NOG10547:	7165.AGAP008132-PA 7227.FBpp0080068
NOG10548:	7165.AGAP002754-PA 7227.FBpp0078416
NOG10549:	7165.AGAP012415-PA 7227.FBpp0073040
NOG10550:	7165.AGAP000705-PA 7227.FBpp0086741 7227.FBpp0085065
NOG10551:	7165.AGAP005830-PA 7227.FBpp0085750
NOG10552:	7165.AGAP002846-PA 7227.FBpp0079667
NOG10553:	7165.AGAP012459-PA 7227.FBpp0077896
NOG10554:	7227.FBpp0084528 7165.AGAP001277-PA
NOG10555:	7227.FBpp0304603 7165.AGAP012118-PA
NOG10556:	7165.AGAP007645-PA 7227.FBpp0085795
NOG10557:	7165.AGAP004723-PA 7227.FBpp0071221
NOG10558:	7227.FBpp0070999 7165.AGAP000680-PA
NOG10559:	7165.AGAP002059-PA 7227.FBpp0084622
NOG10560:	7165.AGAP001190-PA 7165.AGAP001199-PA 7227.FBpp0079916 7227.FBpp0083021 7227.FBpp0291994
NOG10561:	7227.FBpp0080827 7165.AGAP008344-PC
NOG10562:	7165.AGAP000569-PA 7227.FBpp0293409
NOG10563:	7227.FBpp0076756 7165.AGAP006604-PA
NOG10564:	7165.AGAP002375-PA 7227.FBpp0083564
NOG10565:	7165.AGAP004126-PA 7227.FBpp0302562
NOG10566:	7227.FBpp0081845 7165.AGAP004462-PA
NOG10567:	7227.FBpp0074649 7165.AGAP005402-PA
NOG10568:	7165.AGAP001372-PB 7227.FBpp0081930
NOG10569:	7227.FBpp0289355 7165.AGAP011524-PA 7227.FBpp0073944 7227.FBpp0073987
NOG10570:	7227.FBpp0292311 7165.AGAP010302-PA
NOG10571:	7227.FBpp0070589 7165.AGAP000626-PA
NOG10572:	7227.FBpp0082733 7165.AGAP002788-PA
NOG10573:	7227.FBpp0087765 7165.AGAP012361-PA
NOG10574:	7165.AGAP002039-PA 7227.FBpp0073015 7165.AGAP012803-PA
NOG10575:	7227.FBpp0303033 7165.AGAP001019-PA
NOG10576:	7227.FBpp0082392 7165.AGAP013180-PA
NOG10577:	7165.AGAP003737-PA 7227.FBpp0071223 7227.FBpp0112865 7227.FBpp0112657 7227.FBpp0073668
NOG10578:	7165.AGAP009491-PA 7227.FBpp0297136
NOG10579:	7227.FBpp0070948 7165.AGAP013054-PA 7165.AGAP013404-PA 7165.AGAP002838-PA
NOG10580:	7227.FBpp0083126 7165.AGAP007380-PA
NOG10581:	7227.FBpp0304687 7165.AGAP009489-PA
NOG10582:	7165.AGAP005963-PA 7227.FBpp0288465
NOG10583:	7165.AGAP003177-PA 7227.FBpp0074785
NOG10584:	7227.FBpp0304061 7165.AGAP003591-PA
NOG10585:	7227.FBpp0100109 7165.AGAP007899-PA
NOG10586:	7227.FBpp0304694 7165.AGAP012587-PA
NOG10587:	7165.AGAP000997-PA 7227.FBpp0297292
NOG10588:	7227.FBpp0072182 7165.AGAP011720-PA
NOG10589:	7165.AGAP002742-PA 7227.FBpp0071894
NOG10590:	7227.FBpp0289081 7165.AGAP002726-PB
NOG10591:	7165.AGAP004478-PA 7227.FBpp0099933
NOG10592:	7227.FBpp0073147 7165.AGAP005682-PA
NOG10593:	7227.FBpp0077492 7165.AGAP028157-PA 7165.AGAP028108-PA
NOG10594:	7165.AGAP001974-PA 7227.FBpp0074790
NOG10595:	7165.AGAP003361-PA 7227.FBpp0292103
NOG10596:	7165.AGAP000439-PA 7227.FBpp0084824
NOG10597:	7165.AGAP005409-PA 7227.FBpp0076083
NOG10598:	7165.AGAP011346-PA 7227.FBpp0289334
NOG10599:	7227.FBpp0077059 7165.AGAP003463-PA
NOG10600:	7227.FBpp0071779 7165.AGAP010288-PA
NOG10601:	7165.AGAP011627-PA 7227.FBpp0297530
NOG10602:	7165.AGAP004795-PA 7227.FBpp0291257
NOG10603:	7165.AGAP000852-PA 7227.FBpp0078984
NOG10604:	7227.FBpp0074191 7165.AGAP010728-PA
NOG10605:	7165.AGAP008301-PA 7227.FBpp0293083
NOG10606:	7165.AGAP009165-PA 7227.FBpp0073359
NOG10608:	7165.AGAP008052-PA 7227.FBpp0072073 7165.AGAP008051-PA 7165.AGAP008054-PA
NOG10609:	7165.AGAP004733-PA 7227.FBpp0073518
NOG10610:	7227.FBpp0077309 7165.AGAP009431-PA
NOG10611:	7165.AGAP003803-PA 7227.FBpp0084029
NOG10612:	7227.FBpp0081205 7165.AGAP003471-PA
NOG10613:	7165.AGAP005289-PA 7227.FBpp0088162
NOG10614:	7165.AGAP002302-PA 7227.FBpp0087317
NOG10615:	7165.AGAP001812-PA 7227.FBpp0081058 7165.AGAP001811-PA
NOG10616:	7165.AGAP001887-PA 7227.FBpp0290948
NOG10617:	7165.AGAP010440-PA 7227.FBpp0079182
NOG10618:	7227.FBpp0076167 7165.AGAP005203-PC
NOG10619:	7227.FBpp0292405 7165.AGAP012950-PA
NOG10620:	7165.AGAP004494-PA 7227.FBpp0111787
NOG10621:	7227.FBpp0291968 7165.AGAP012707-PA
NOG10622:	7165.AGAP000297-PA 7227.FBpp0073388
NOG10623:	7227.FBpp0085503 7165.AGAP007209-PA 7227.FBpp0085513
NOG10624:	7227.FBpp0112920 7165.AGAP000740-PA
NOG10625:	7165.AGAP004344-PA 7227.FBpp0083322
NOG10626:	7165.AGAP000618-PA 7227.FBpp0083857
NOG10627:	7227.FBpp0080038 7165.AGAP028100-PA
NOG10628:	7227.FBpp0305077 7165.AGAP012194-PA
NOG10629:	7165.AGAP010181-PA 7227.FBpp0077203
NOG10630:	7165.AGAP001500-PA 7227.FBpp0070325
NOG10631:	7165.AGAP009525-PA 7227.FBpp0303514
NOG10632:	7165.AGAP003141-PA 7227.FBpp0073106
NOG10633:	7227.FBpp0073558 7165.AGAP001490-PA
NOG10634:	7165.AGAP012340-PA 7227.FBpp0302955
NOG10635:	7227.FBpp0070790 7165.AGAP001073-PC
NOG10636:	7165.AGAP004495-PA 7227.FBpp0083546
NOG10637:	7227.FBpp0085676 7227.FBpp0076961 7227.FBpp0290863 7227.FBpp0078027 7227.FBpp0074211 7165.AGAP004221-PA
NOG10638:	7227.FBpp0079880 7165.AGAP007635-PA
NOG10639:	7227.FBpp0305268 7165.AGAP005747-PA
NOG10640:	7165.AGAP005461-PA 7227.FBpp0305541
NOG10641:	7227.FBpp0302730 7165.AGAP000061-PA
NOG10642:	7165.AGAP001342-PA 7227.FBpp0071188
NOG10643:	7227.FBpp0080066 7165.AGAP007835-PA
NOG10644:	7227.FBpp0084050 7165.AGAP011160-PA
NOG10645:	7227.FBpp0083866 7165.AGAP001620-PA
NOG10646:	7227.FBpp0072332 7165.AGAP005982-PA
NOG10647:	7227.FBpp0290701 7165.AGAP003416-PA
NOG10648:	7165.AGAP006389-PA 7227.FBpp0110588
NOG10649:	7165.AGAP008112-PA 7227.FBpp0290393
NOG10650:	7227.FBpp0077350 7165.AGAP009116-PA
NOG10651:	7227.FBpp0079796 7165.AGAP009888-PA
NOG10652:	7227.FBpp0074051 7165.AGAP000388-PA
NOG10653:	7227.FBpp0289237 7165.AGAP007594-PA
NOG10654:	7165.AGAP011831-PA 7227.FBpp0080647
NOG10655:	7227.FBpp0071631 7165.AGAP011107-PA 7227.FBpp0300970
NOG10656:	7165.AGAP010407-PA 7227.FBpp0078729
NOG10657:	7165.AGAP028029-PA 7227.FBpp0289985 7165.AGAP008629-PA 7165.AGAP008630-PA
NOG10658:	7227.FBpp0078856 7165.AGAP001656-PA
NOG10659:	7227.FBpp0085719 7165.AGAP002023-PA
NOG10660:	7227.FBpp0079942 7165.AGAP009451-PA
NOG10661:	7227.FBpp0303485 7165.AGAP006773-PA
NOG10662:	7165.AGAP001551-PA 7227.FBpp0082801
NOG10663:	7227.FBpp0300169 7165.AGAP006339-PA
NOG10664:	7165.AGAP010672-PA 7227.FBpp0081848
NOG10665:	7227.FBpp0079675 7165.AGAP008503-PC
NOG10666:	7227.FBpp0087122 7165.AGAP010131-PA
NOG10667:	7165.AGAP003329-PA 7227.FBpp0082711
NOG10668:	7227.FBpp0088035 7165.AGAP011772-PA
NOG10669:	7165.AGAP004050-PC 7227.FBpp0303107
NOG10670:	7227.FBpp0303280 7165.AGAP002436-PA
NOG10671:	7227.FBpp0292970 7165.AGAP007325-PA 7227.FBpp0081754
NOG10672:	7165.AGAP009920-PA 7227.FBpp0291726
NOG10673:	7227.FBpp0298040 7165.AGAP001796-PA
NOG10674:	7227.FBpp0081681 7165.AGAP005271-PA
NOG10675:	7165.AGAP011673-PA 7227.FBpp0085448
NOG10676:	7227.FBpp0082309 7165.AGAP009266-PA
NOG10677:	7165.AGAP007981-PA 7227.FBpp0083754
NOG10678:	7165.AGAP001311-PA 7227.FBpp0075631
NOG10679:	7165.AGAP008773-PA 7227.FBpp0084989
NOG10680:	7165.AGAP000480-PA 7227.FBpp0082998
NOG10681:	7165.AGAP010006-PA 7227.FBpp0077538
NOG10682:	7165.AGAP002658-PA 7227.FBpp0087118
NOG10683:	7165.AGAP007571-PA 7227.FBpp0087483
NOG10684:	7165.AGAP001593-PA 7227.FBpp0113060
NOG10685:	7165.AGAP007721-PB 7227.FBpp0271782
NOG10686:	7227.FBpp0083529 7165.AGAP002537-PA
NOG10687:	7165.AGAP008496-PA 7227.FBpp0072457
NOG10688:	7227.FBpp0083354 7165.AGAP003154-PA
NOG10689:	7227.FBpp0083137 7165.AGAP001417-PA
NOG10690:	7165.AGAP004767-PA 7227.FBpp0072038
NOG10691:	7165.AGAP000752-PA 7227.FBpp0076922
NOG10692:	7165.AGAP000235-PA 7227.FBpp0070607
NOG10693:	7227.FBpp0074587 7165.AGAP011969-PA
NOG10694:	7165.AGAP009876-PA 7227.FBpp0112271
NOG10695:	7227.FBpp0071992 7165.AGAP011401-PA
NOG10696:	7165.AGAP001788-PA 7227.FBpp0074260
NOG10697:	7165.AGAP007962-PA 7227.FBpp0305446
NOG10698:	7227.FBpp0302819 7227.FBpp0079899 7165.AGAP009989-PA
NOG10699:	7165.AGAP011635-PA 7227.FBpp0083569
NOG10700:	7227.FBpp0071683 7165.AGAP028146-PA
NOG10701:	7165.AGAP002959-PA 7227.FBpp0089396
NOG10702:	7165.AGAP008197-PA 7227.FBpp0084860
NOG10703:	7165.AGAP006064-PA 7227.FBpp0076792
NOG10704:	7227.FBpp0077705 7165.AGAP008266-PA
NOG10705:	7165.AGAP000345-PA 7227.FBpp0084506
NOG10706:	7165.AGAP005327-PA 7227.FBpp0304650
NOG10707:	7165.AGAP005873-PA 7227.FBpp0078433
NOG10708:	7165.AGAP002713-PA 7227.FBpp0073524
NOG10709:	7165.AGAP005432-PA 7227.FBpp0075238
NOG10710:	7165.AGAP002604-PA 7227.FBpp0111371
NOG10711:	7227.FBpp0074874 7165.AGAP012375-PA
NOG10712:	7165.AGAP003879-PA 7227.FBpp0087668
NOG10713:	7227.FBpp0288818 7165.AGAP013722-PA
NOG10714:	7165.AGAP005168-PA 7227.FBpp0074892
NOG10715:	7227.FBpp0074902 7165.AGAP004480-PA
NOG10716:	7227.FBpp0073750 7165.AGAP005123-PA
NOG10717:	7227.FBpp0073371 7165.AGAP001866-PA
NOG10718:	7165.AGAP003698-PA 7165.AGAP003701-PA 7227.FBpp0070952
NOG10719:	7227.FBpp0084211 7165.AGAP003867-PA
NOG10720:	7165.AGAP013055-PA 7227.FBpp0073960
NOG10721:	7227.FBpp0304887 7165.AGAP006935-PA
NOG10722:	7165.AGAP009868-PA 7227.FBpp0087035
NOG10723:	7227.FBpp0086492 7165.AGAP005242-PA
NOG10724:	7227.FBpp0271715 7165.AGAP007657-PA
NOG10725:	7165.AGAP007574-PA 7227.FBpp0073777
NOG10726:	7227.FBpp0078645 7165.AGAP009205-PA
NOG10727:	7227.FBpp0077734 7165.AGAP012099-PA
NOG10728:	7165.AGAP011622-PA 7227.FBpp0078949
NOG10729:	7165.AGAP007249-PA 7227.FBpp0074679
NOG10730:	7165.AGAP008254-PA 7227.FBpp0079778
NOG10731:	7165.AGAP004789-PA 7227.FBpp0071501 7165.AGAP004791-PA
NOG10732:	7165.AGAP007201-PA 7227.FBpp0072767
NOG10733:	7165.AGAP008983-PA 7227.FBpp0085375
NOG10734:	7227.FBpp0085885 7165.AGAP005979-PA
NOG10735:	7227.FBpp0080733 7165.AGAP007913-PA
NOG10736:	7227.FBpp0079221 7165.AGAP008798-PA
NOG10737:	7227.FBpp0085103 7165.AGAP000915-PA
NOG10738:	7227.FBpp0085560 7165.AGAP007385-PA
NOG10739:	7165.AGAP007238-PA 7227.FBpp0072807
NOG10740:	7227.FBpp0303261 7165.AGAP004729-PA
NOG10741:	7227.FBpp0070649 7165.AGAP003351-PA
NOG10742:	7165.AGAP005201-PA 7227.FBpp0079091
NOG10743:	7165.AGAP007669-PA 7227.FBpp0070225
NOG10744:	7165.AGAP008392-PA 7227.FBpp0099759
NOG10745:	7165.AGAP013162-PA 7165.AGAP004282-PA 7227.FBpp0070703
NOG10746:	7227.FBpp0087097 7165.AGAP010756-PA
NOG10747:	7165.AGAP011757-PA 7227.FBpp0084140
NOG10748:	7165.AGAP002285-PA 7227.FBpp0081562 7227.FBpp0081563
NOG10749:	7165.AGAP009153-PA 7165.AGAP028017-PA 7227.FBpp0073870
